                 Q-tabell                       State Space
        Q1        Q2        Q3		   k1   k2   k3   k4   k5   k6
      3.00     -1.12      6.48		   -1    2    2    1    1    0
      0.00      4.00      0.12		   -2   -2    2    2    1    1
      0.00      0.00      5.00		    1   -0   -0    2    2    1
      1.00      0.00      1.00		    0    0    0    0    2    2
      1.00      1.00      0.00		    1    1    0    0    0    2
      2.00      1.00      1.00		    0    1    2    0    0    0
      2.00      2.00      1.00		    1    0    1    3   -0   -0
     -0.26      2.00      2.00		    1    1    0    1    4    0
      0.00      0.00      2.00		    2    1    1    0    1    5
     -0.05     -0.15     -0.15		    2    2    1    1    1    0
      0.00      0.66     -0.17		   -0    2    2    1    1    1
      0.00      1.00      0.00		    0   -0    2    2    1    1
      1.00      0.00      2.00		    0    0    0    2    2    1
      1.00      1.00      0.00		    3   -0    0    0    2    2
      1.00      1.00      1.00		    0    4    0    0    0    2
      2.00      1.00      1.00		    1    0    5    0    0    0
      2.00      2.00      1.00		    1    1    1    0    0    0
      0.00      2.00      2.00		    1    1    1    1    1    0
      0.00      0.00      2.00		    2    1    1    1    1    2
      0.00      0.00      0.00		    2    2    1    1    1    1
      3.00     -0.05      0.64		    0    2    2    1    1    1
      1.00      4.00      0.00		    0    0    2    2    1    1
      1.00      1.00      5.00		    0    0    0    2    2    1
      2.00      0.00      0.00		    0    0    0    0    2    2
      1.00      2.00      0.00		    0    1    0    0    0    2
      2.00      1.00      2.00		    0    0    2    0    0    0
      2.00      2.00      1.00		    2    0    0    3    0    0
      0.00      2.00      2.00		    1    2    0    0    4    0
      0.00      0.00      2.00		    2    1    2    0    0    5
      0.00      0.00      0.00		    2    2    1    2    0    1
      0.00      0.00      0.00		    0    2    2    1    2    0
      1.00      1.00      0.00		    0    0    2    2    1    2
      0.00      1.00      2.00		    0    0    0    2    2    1
      2.00      0.00      1.00		    3    0    0    0    2    2
      1.00      2.00      0.00		    1    4    0    0    0    2
      2.00      1.00      2.00		    0    1    5    0    0    0
      2.00      2.00      1.00		    2    1    0    0    0    0
      0.00      2.00      2.00		    1    2    1    0    1    0
      0.00      0.00      2.00		    2    1    2    1    0    2
      0.00      0.00      0.00		    2    2    1    2    1    0
      3.00      0.00      0.00		    0    2    2    1    2    1
      0.00      4.00      0.00		    0    0    2    2    1    2
      1.00      0.00      5.00		    0    0    0    2    2    1
      2.00      1.00      1.00		    0    0    0    0    2    2
      1.00      2.00      1.00		    1    1    0    0    0    2
      2.00      1.00      2.00		    1    1    2    0    0    0
      2.00      2.00      1.00		    2    1    1    3    0    0
      0.00      2.00      2.00		    1    2    1    1    4    0
      0.00      0.00      2.00		    2    1    2    1    1    5
     -0.57     -0.65     -0.80		    2    2    1    3    0    0
      0.00     -0.44     -0.41		   -0    2    2    1    3    0
      0.00      1.00     -0.19		   -0   -0    2    2    1    3
      0.00      0.00      2.00		   -0   -0   -0    2    2    1
      3.00      0.00      0.00		    3   -1   -1   -1    2    2
      1.00      3.00      0.00		    0    4   -0   -0   -0    2
      2.00      1.00      3.00		    0    0    5    0    0    0
      2.00      2.00      1.00		    3    0    1    0    0    0
      0.00      2.00      2.00		    1    3    0    1    1    0
      0.00      0.00      2.00		    2    1    3    0    1    2
      0.00      0.00      0.00		    2    2    1    3    0    1
      3.00      0.00      0.00		    0    2    2    1    3    0
      1.00      4.00      0.00		    0   -0    2    2    1    3
      0.00      1.00      5.00		    0    0    0    2    2    1
      3.00      1.00      0.00		    0    0    0    0    2    2
      1.00      3.00      1.00		    0    1    0    0    0    2
      2.00      1.00      3.00		    1    0    2    0    0    0
      2.00      2.00      1.00		    3    1    0    3    0    0
      0.00      2.00      2.00		    1    3    1    0    4    0
      0.00      0.00      2.00		    2    1    3    1    0    5
      0.00      0.00      0.00		    2    2    1    3    1    1
      0.00      0.00      0.00		    0    2    2    1    3    1
      1.00      1.00      0.00		    0    0    2    2    1    3
      1.00      1.00      2.00		    0    0    0    2    2    1
      3.00      1.00      1.00		    3    0    0    0    2    2
      1.00      3.00      1.00		    1    4    0    0    0    2
      2.00      1.00      3.00		    1    1    5    0   -1   -1
      2.00      2.00      2.00		    0    0    0    0   -0   -0
     -0.50      2.00      2.00		    2    0    0    0    1   -0
     -0.38     -0.42      2.00		    2    2    0    0    0    2
      2.27     -0.50     -0.60		    2    2    2    0    0    0
      3.00      0.16     -1.20		   -2    2    2    2    0    0
      0.00      4.00     -1.49		   -1   -1    2    2    2    0
      0.00      0.00      5.00		    0    0    0    2    2    2
      0.00      0.00      1.00		    0    0    0    0    2    2
      2.00      0.00      0.00		    1    1    0    0    0    2
      2.00      2.00      0.00		    0    1    2    0    0    0
      2.00      2.00      2.00		    0    0    1    3    0   -1
      0.00      2.00      2.00		    2    0    0    1    4    0
     -0.15     -0.35      2.00		    2    2    0    0    1    5
     -0.27      0.00     -0.33		    2    2    2    0    1    0
      0.00      0.00      0.00		    0    2    2    2    0    1
      0.00      1.00      0.00		    0    0    2    2    2    0
      1.00      0.00      2.00		    0    0    0    2    2    2
      0.00      1.00      0.00		    3    0    0    0    2    2
      2.00      0.00      1.00		    0    4    0    0    0    2
      2.00      2.00      0.00		    1    0    5    0    0    0
      2.00      2.00      2.00		    0    1    1    0    0    0
      0.00      2.00      2.00		    2    0    1    1    1    0
      0.00     -0.17      2.00		    2    2    0    1    1    2
     -0.14     -0.15     -0.15		    2    2    2    0    1    1
      3.00     -0.05     -0.15		   -0    2    2    2    0    1
      1.00      4.00      0.00		    0    0    2    2    2    0
      1.00      1.00      5.00		    0    0    0    2    2    2
      1.00      0.00      0.00		    0    0    0    0    2    2
      2.00      1.00      0.00		    0    1    0    0    0    2
      2.00      2.00      1.00		    0    0    2    0    0    0
      2.00      2.00      2.00		    1    0    0    3    0    0
      0.00      2.00      2.00		    2    1    0    0    4    0
      0.00      0.00      2.00		    2    2    1    0    0    5
      0.00      0.00      0.00		    2    2    2    1    0    1
      0.00      0.00      0.00		    0    2    2    2    1    0
      1.00      1.00      0.00		    0    0    2    2    2    1
      0.00      1.00      2.00		    0    0    0    2    2    2
      1.00      0.00      1.00		    3    0    0    0    2    2
      2.00      1.00      0.00		    1    4    0    0    0    2
      2.00      2.00      1.00		    0    1    5    0    0    0
      2.00      2.00      2.00		    1    1    0    0    0    0
      0.00      2.00      2.00		    2    1    1    0    1    0
      0.00      0.00      2.00		    2    2    1    1    0    2
      0.00      0.00      0.00		    2    2    2    1    1    0
      3.00      0.00      0.00		    0    2    2    2    1    1
      0.00      4.00      0.00		    0    0    2    2    2    1
      1.00      0.00      5.00		    0    0    0    2    2    2
      1.00      1.00      1.00		    0    0    0    0    2    2
      2.00      1.00      1.00		    1    1    0    0    0    2
      2.00      2.00      1.00		    1    1    2    0    0    0
      2.00      2.00      2.00		    1    1    1    3    0    0
      0.00      2.00      2.00		    2    1    1    1    4    0
      0.00      0.00      2.00		    2    2    1    1    1    5
     -3.95     -5.10      1.61		    2    2    2    2    0    0
      0.00     -3.09     -2.16		    2    2    2    2    2    0
      0.00      1.00      1.38		   -1   -1    2    2    2    2
      0.00      0.00      2.00		    6   -2   -2    2    2    2
      2.00      0.00      0.00		    3   -3    1   -5    2    2
      2.00      2.00      0.00		    0    4   -6   -1   -4    2
      2.00      2.00      2.00		    0    0    5   -0   -1   -1
      2.00      2.00      2.00		    2    0    1    0    6   -0
      0.00      2.00      2.00		    2    2    0    1    1    0
      0.00      0.00      2.00		    2    2    2    0    1    2
      0.00      0.00      0.00		    2    2    2    2    0    1
      3.00      3.23     -0.71		   -2    2    2    2    2    0
      1.00      4.00     -5.74		   -1   -1    2    2    2    2
      0.00      1.00      5.00		   -1   -1    0    2    2    2
      2.00      1.00      0.00		    0    2   -1   -0    2    2
      2.00      2.00      1.00		    0    1   -0   -0    5    2
      2.00      2.00      2.00		    1    0    2   -0    4    0
      2.00      2.00      2.00		    2    1    0    3    3   -1
     -0.26      2.00      2.00		    2    2    1    0    4   -1
     -0.53     -0.57      2.00		    2    2    2    1    0    5
     -0.46     -0.64     -0.59		    2    2    2    2    1    1
      0.00      0.12      0.33		   -0    2    2    2    2    1
      1.00      1.00     -0.27		   -0   -0    2    2    2    2
      1.00      1.00      2.00		   -0   -1   -1    2    2    2
      2.00      1.00      1.00		    3    6   -1   -1    2    2
      2.00      2.00      1.00		    1    4   -0   -0   -0    2
      2.00      2.00      2.00		    1    1    5   -1   -1   -1
      2.00      2.00      2.00		    3    0    0    0    2   -0
     -0.29      2.00      2.00		    2    3    0    0    1    0
      0.04     -0.28      2.00		    2    2    3    0    0    2
     -0.67     -0.43     -0.73		    2    2    2    3    0    0
      3.00     -0.80     -1.56		   -1    2    2    2    3    0
      0.00      4.00     -1.65		   -1   -2    2    2    2    3
      0.00      0.00      5.00		    0    0    0    2    2    2
      3.00      0.00      1.00		    0    0   -0    0    2    2
      2.00      3.00      0.00		    1    1    0    0    0    2
      2.00      2.00      3.00		    0    1    2    0    0    0
      2.00      2.00      2.00		    3    0    1    3    0    0
      0.00      2.00      2.00		    2    3    0    1    4    0
      0.00      0.00      2.00		    2    2    3    0    1    5
     -0.01     -0.15     -0.15		    2    2    2    3    1    0
      0.00     -0.05      0.00		    0    2    2    2    3    1
      0.00      1.00     -0.05		    3    0    2    2    2    3
      1.00      0.00      2.00		   -0   -0    0    2    2    2
      3.00      1.00      0.00		    3    0    0    0    2    2
      2.00      3.00      1.00		    0    4    0    0    0    2
      2.00      2.00      3.00		    1    0    5    0    0    0
      2.00      2.00      2.00		    3    1    1    0    0    2
      0.00      2.00      2.00		    2    3    1    1    1   -0
     -0.24     -0.25      2.00		    2    2    3    1    1    2
     -0.10     -0.15     -0.46		    2    2    2    3    1    1
      3.00      0.00      0.00		    0    2    2    2    3    1
      1.00      4.00      0.00		    0    0    2    2    2    3
      1.00      1.00      5.00		   -0   -0   -0    2    2    3
      0.00      0.00      0.00		    0    0    0    0    2    2
      3.00      0.00      0.00		    0    1    0    0    0    2
      2.00      3.00      0.00		    0    0    2    0    0   -0
      2.00      2.00      3.00		    0    0    0    3   -0   -0
     -0.26      2.00      2.00		    3    0    0    0    4   -0
     -0.23     -0.15      2.00		    2    3    0    0    0    5
